股票代號,名稱,成交量,成交金額,開盤價,最高價,最低價,收盤價,漲跌價,成交筆數,RSI,KD,MACD,SMA,Momentum,籌碼集中度
3716,中化控股,194038,0,0.00,0.00,0.00,33.60,0.00,0,19.40,3.36,28.60,21.80,34.27,194.04
3717,聯嘉投控,881952,0,0.00,0.00,0.00,18.65,0.00,0,88.20,1.86,13.65,14.32,19.02,881.95
4104,佳醫,163291,0,0.00,0.00,0.00,79.00,0.00,0,16.33,7.90,74.00,44.50,80.58,163.29
4106,雃博,77774,0,0.00,0.00,0.00,22.80,0.00,0,7.78,2.28,17.80,16.40,23.26,77.77
4108,懷特,166823,0,0.00,0.00,0.00,13.80,0.00,0,16.68,1.38,8.80,11.90,14.08,166.82
4119,旭富,124030,0,0.00,0.00,0.00,53.40,0.00,0,12.40,5.34,48.40,31.70,54.47,124.03
4133,亞諾法,94025,0,0.00,0.00,0.00,23.80,0.00,0,9.40,2.38,18.80,16.90,24.28,94.03
4137,麗豐-KY,126343,0,0.00,0.00,0.00,106.00,0.00,0,12.63,10.60,101.00,58.00,108.12,126.34
4142,國光生,2003168,0,0.00,0.00,0.00,19.10,0.00,0,200.32,1.91,14.10,14.55,19.48,2003.17
4148,全宇生技-KY,14050,0,0.00,0.00,0.00,38.40,0.00,0,1.41,3.84,33.40,24.20,39.17,14.05
4155,訊映,189086,0,0.00,0.00,0.00,14.55,0.00,0,18.91,1.46,9.55,12.28,14.84,189.09
4164,承業醫,754831,0,0.00,0.00,0.00,34.90,0.00,0,75.48,3.49,29.90,22.45,35.60,754.83
4190,佐登-KY,31910,0,0.00,0.00,0.00,29.60,0.00,0,3.19,2.96,24.60,19.80,30.19,31.91
4306,炎洲,1271746,0,0.00,0.00,0.00,14.10,0.00,0,127.17,1.41,9.10,12.05,14.38,1271.75
4414,如興,454739,0,0.00,0.00,0.00,10.45,0.00,0,45.47,1.04,5.45,10.22,10.66,454.74
4426,利勤,537828,0,0.00,0.00,0.00,9.55,0.00,0,53.78,0.96,4.55,9.78,9.74,537.83
4438,廣越,315271,0,0.00,0.00,0.00,69.00,0.00,0,31.53,6.90,64.00,39.50,70.38,315.27
4439,冠星-KY,16004,0,0.00,0.00,0.00,101.00,0.00,0,1.60,10.10,96.00,55.50,103.02,16.00
4440,宜新實業,136259,0,0.00,0.00,0.00,17.20,0.00,0,13.63,1.72,12.20,13.60,17.54,136.26
4441,振大環球,83465,0,0.00,0.00,0.00,265.00,0.00,0,8.35,26.50,260.00,137.50,270.30,83.47
4526,東台,3972914,0,0.00,0.00,0.00,36.50,0.00,0,397.29,3.65,31.50,23.25,37.23,3972.91
4532,瑞智,1454547,0,0.00,0.00,0.00,25.65,0.00,0,145.45,2.56,20.65,17.82,26.16,1454.55
4536,拓凱,162849,0,0.00,0.00,0.00,164.00,0.00,0,16.28,16.40,159.00,87.00,167.28,162.85
4540,全球傳動,7054185,0,0.00,0.00,0.00,49.35,0.00,0,705.42,4.94,44.35,29.68,50.34,7054.19
4545,銘鈺,212750,0,0.00,0.00,0.00,36.05,0.00,0,21.27,3.60,31.05,23.02,36.77,212.75
4551,智伸科,510362,0,0.00,0.00,0.00,123.00,0.00,0,51.04,12.30,118.00,66.50,125.46,510.36
4552,力達-KY,35571,0,0.00,0.00,0.00,24.20,0.00,0,3.56,2.42,19.20,17.10,24.68,35.57
4555,氣立,204268,0,0.00,0.00,0.00,41.45,0.00,0,20.43,4.15,36.45,25.73,42.28,204.27
4557,永新-KY,171715,0,0.00,0.00,0.00,72.20,0.00,0,17.17,7.22,67.20,41.10,73.64,171.72
4560,強信-KY,585020,0,0.00,0.00,0.00,32.00,0.00,0,58.50,3.20,27.00,21.00,32.64,585.02
4562,穎漢,3363591,0,0.00,0.00,0.00,41.50,0.00,0,336.36,4.15,36.50,25.75,42.33,3363.59
4564,元翎,807662,0,0.00,0.00,0.00,16.75,0.00,0,80.77,1.68,11.75,13.38,17.09,807.66
4566,時碩工業,671088,0,0.00,0.00,0.00,60.60,0.00,0,67.11,6.06,55.60,35.30,61.81,671.09
4569,六方科-KY,22403,0,0.00,0.00,0.00,148.00,0.00,0,2.24,14.80,143.00,79.00,150.96,22.40
4571,鈞興-KY,1451859,0,0.00,0.00,0.00,170.00,0.00,0,145.19,17.00,165.00,90.00,173.40,1451.86
4572,駐龍,76040,0,0.00,0.00,0.00,149.00,0.00,0,7.60,14.90,144.00,79.50,151.98,76.04
4576,大銀微系統,2956883,0,0.00,0.00,0.00,121.50,0.00,0,295.69,12.15,116.50,65.75,123.93,2956.88
4581,光隆精密-KY,32500,0,0.00,0.00,0.00,51.40,0.00,0,3.25,5.14,46.40,30.70,52.43,32.50
4583,台灣精銳,1252181,0,0.00,0.00,0.00,759.00,0.00,0,125.22,75.90,754.00,384.50,774.18,1252.18
4585,達明,2519762,0,0.00,0.00,0.00,338.50,0.00,0,251.98,33.85,333.50,174.25,345.27,2519.76
4588,玖鼎電力,226714,0,0.00,0.00,0.00,68.90,0.00,0,22.67,6.89,63.90,39.45,70.28,226.71
4720,德淵,588128,0,0.00,0.00,0.00,16.80,0.00,0,58.81,1.68,11.80,13.40,17.14,588.13
4722,國精化,2141771,0,0.00,0.00,0.00,164.00,0.00,0,214.18,16.40,159.00,87.00,167.28,2141.77
4736,泰博,379128,0,0.00,0.00,0.00,133.00,0.00,0,37.91,13.30,128.00,71.50,135.66,379.13
4737,華廣,177896,0,0.00,0.00,0.00,54.00,0.00,0,17.79,5.40,49.00,32.00,55.08,177.90
4739,康普,1097771,0,0.00,0.00,0.00,74.00,0.00,0,109.78,7.40,69.00,42.00,75.48,1097.77
4746,台耀,1497018,0,0.00,0.00,0.00,59.40,0.00,0,149.70,5.94,54.40,34.70,60.59,1497.02
4755,三福化,298696,0,0.00,0.00,0.00,123.00,0.00,0,29.87,12.30,118.00,66.50,125.46,298.70
4763,材料*-KY,3356213,0,0.00,0.00,0.00,50.00,0.00,0,335.62,5.00,45.00,30.00,51.00,3356.21
4764,雙鍵,1266835,0,0.00,0.00,0.00,116.00,0.00,0,126.68,11.60,111.00,63.00,118.32,1266.84
4766,南寶,277734,0,0.00,0.00,0.00,316.50,0.00,0,27.77,31.65,311.50,163.25,322.83,277.73
4770,上品,686753,0,0.00,0.00,0.00,239.50,0.00,0,68.68,23.95,234.50,124.75,244.29,686.75
4771,望隼,72981,0,0.00,0.00,0.00,178.50,0.00,0,7.30,17.85,173.50,94.25,182.07,72.98
4807,日成-KY,8532,0,0.00,0.00,0.00,17.85,0.00,0,0.85,1.79,12.85,13.93,18.21,8.53
4904,遠傳,2642781,0,0.00,0.00,0.00,89.60,0.00,0,264.28,8.96,84.60,49.80,91.39,2642.78
4906,正文,5472144,0,0.00,0.00,0.00,28.20,0.00,0,547.21,2.82,23.20,19.10,28.76,5472.14
4912,聯德控股-KY,2686458,0,0.00,0.00,0.00,102.50,0.00,0,268.65,10.25,97.50,56.25,104.55,2686.46
4915,致伸,1395443,0,0.00,0.00,0.00,78.60,0.00,0,139.54,7.86,73.60,44.30,80.17,1395.44
4916,事欣科,31863743,0,0.00,0.00,0.00,67.30,0.00,0,3186.37,6.73,62.30,38.65,68.65,31863.74
4919,新唐,4774967,0,0.00,0.00,0.00,58.30,0.00,0,477.50,5.83,53.30,34.15,59.47,4774.97
4927,泰鼎-KY,12571437,0,0.00,0.00,0.00,34.70,0.00,0,1257.14,3.47,29.70,22.35,35.39,12571.44
4930,燦星網,38209,0,0.00,0.00,0.00,22.00,0.00,0,3.82,2.20,17.00,16.00,22.44,38.21
4934,太極,6181341,0,0.00,0.00,0.00,16.40,0.00,0,618.13,1.64,11.40,13.20,16.73,6181.34
4935,茂林-KY,139626,0,0.00,0.00,0.00,40.20,0.00,0,13.96,4.02,35.20,25.10,41.00,139.63
4938,和碩,11658086,0,0.00,0.00,0.00,70.40,0.00,0,1165.81,7.04,65.40,40.20,71.81,11658.09
4942,嘉彰,201970,0,0.00,0.00,0.00,37.70,0.00,0,20.20,3.77,32.70,23.85,38.45,201.97
4943,康控-KY,61351,0,0.00,0.00,0.00,11.70,0.00,0,6.14,1.17,6.70,10.85,11.93,61.35
4949,有成精密,5532721,0,0.00,0.00,0.00,47.90,0.00,0,553.27,4.79,42.90,28.95,48.86,5532.72
4952,凌通,372016,0,0.00,0.00,0.00,38.05,0.00,0,37.20,3.80,33.05,24.02,38.81,372.02
4956,光鋐,898697,0,0.00,0.00,0.00,20.50,0.00,0,89.87,2.05,15.50,15.25,20.91,898.70
4958,臻鼎-KY,8266005,0,0.00,0.00,0.00,164.50,0.00,0,826.60,16.45,159.50,87.25,167.79,8266.00
4960,誠美材,884713,0,0.00,0.00,0.00,13.80,0.00,0,88.47,1.38,8.80,11.90,14.08,884.71
4961,天鈺,859708,0,0.00,0.00,0.00,153.00,0.00,0,85.97,15.30,148.00,81.50,156.06,859.71
4967,十銓,6721861,0,0.00,0.00,0.00,215.00,0.00,0,672.19,21.50,210.00,112.50,219.30,6721.86
4968,立積,2239526,0,0.00,0.00,0.00,123.50,0.00,0,223.95,12.35,118.50,66.75,125.97,2239.53
4976,佳凌,4574264,0,0.00,0.00,0.00,32.45,0.00,0,457.43,3.25,27.45,21.23,33.10,4574.26
4977,眾達-KY,1850159,0,0.00,0.00,0.00,119.50,0.00,0,185.02,11.95,114.50,64.75,121.89,1850.16
4989,榮科,9608304,0,0.00,0.00,0.00,56.00,0.00,0,960.83,5.60,51.00,33.00,57.12,9608.30
4994,傳奇,11887,0,0.00,0.00,0.00,102.00,0.00,0,1.19,10.20,97.00,56.00,104.04,11.89
4999,鑫禾,88771,0,0.00,0.00,0.00,23.65,0.00,0,8.88,2.36,18.65,16.82,24.12,88.77
5007,三星,62039,0,0.00,0.00,0.00,56.70,0.00,0,6.20,5.67,51.70,33.35,57.83,62.04
5203,訊連,139705,0,0.00,0.00,0.00,87.00,0.00,0,13.97,8.70,82.00,48.50,88.74,139.71
5215,科嘉-KY,32163,0,0.00,0.00,0.00,38.00,0.00,0,3.22,3.80,33.00,24.00,38.76,32.16
5222,全訊,2030353,0,0.00,0.00,0.00,147.00,0.00,0,203.04,14.70,142.00,78.50,149.94,2030.35
5225,東科-KY,564727,0,0.00,0.00,0.00,108.00,0.00,0,56.47,10.80,103.00,59.00,110.16,564.73
5234,達興材料,1541098,0,0.00,0.00,0.00,324.50,0.00,0,154.11,32.45,319.50,167.25,330.99,1541.10
5243,乙盛-KY,10280357,0,0.00,0.00,0.00,82.30,0.00,0,1028.04,8.23,77.30,46.15,83.95,10280.36
5244,弘凱,78563,0,0.00,0.00,0.00,38.90,0.00,0,7.86,3.89,33.90,24.45,39.68,78.56
5258,虹堡,326369,0,0.00,0.00,0.00,60.60,0.00,0,32.64,6.06,55.60,35.30,61.81,326.37
5269,祥碩,2753200,0,0.00,0.00,0.00,1340.00,0.00,0,275.32,134.00,1335.00,675.00,1366.80,2753.20
5283,禾聯碩,154865,0,0.00,0.00,0.00,60.30,0.00,0,15.49,6.03,55.30,35.15,61.51,154.87
5284,jpp-KY,607009,0,0.00,0.00,0.00,269.00,0.00,0,60.70,26.90,264.00,139.50,274.38,607.01
5285,界霖,484443,0,0.00,0.00,0.00,54.00,0.00,0,48.44,5.40,49.00,32.00,55.08,484.44
5288,豐祥-KY,144265,0,0.00,0.00,0.00,147.50,0.00,0,14.43,14.75,142.50,78.75,150.45,144.26
5292,華懋,680875,0,0.00,0.00,0.00,199.50,0.00,0,68.09,19.95,194.50,104.75,203.49,680.88
5306,桂盟,98183,0,0.00,0.00,0.00,93.10,0.00,0,9.82,9.31,88.10,51.55,94.96,98.18
5388,中磊,8413306,0,0.00,0.00,0.00,83.30,0.00,0,841.33,8.33,78.30,46.65,84.97,8413.31
5434,崇越,454968,0,0.00,0.00,0.00,328.00,0.00,0,45.50,32.80,323.00,169.00,334.56,454.97
5469,瀚宇博,8194820,0,0.00,0.00,0.00,103.00,0.00,0,819.48,10.30,98.00,56.50,105.06,8194.82
5471,松翰,811799,0,0.00,0.00,0.00,35.85,0.00,0,81.18,3.58,30.85,22.93,36.57,811.80
5484,慧友,2365621,0,0.00,0.00,0.00,43.10,0.00,0,236.56,4.31,38.10,26.55,43.96,2365.62
5515,建國,537329,0,0.00,0.00,0.00,33.20,0.00,0,53.73,3.32,28.20,21.60,33.86,537.33
5519,隆大,348321,0,0.00,0.00,0.00,31.50,0.00,0,34.83,3.15,26.50,20.75,32.13,348.32
5521,工信,8980351,0,0.00,0.00,0.00,21.30,0.00,0,898.04,2.13,16.30,15.65,21.73,8980.35
5522,遠雄,600440,0,0.00,0.00,0.00,66.40,0.00,0,60.04,6.64,61.40,38.20,67.73,600.44
5525,順天,92861,0,0.00,0.00,0.00,25.50,0.00,0,9.29,2.55,20.50,17.75,26.01,92.86
5531,鄉林,522345,0,0.00,0.00,0.00,8.94,0.00,0,52.23,0.89,3.94,9.47,9.12,522.35
5533,皇鼎,282116,0,0.00,0.00,0.00,14.10,0.00,0,28.21,1.41,9.10,12.05,14.38,282.12
5534,長虹,537547,0,0.00,0.00,0.00,79.50,0.00,0,53.75,7.95,74.50,44.75,81.09,537.55
5538,東明-KY,17242,0,0.00,0.00,0.00,32.05,0.00,0,1.72,3.20,27.05,21.02,32.69,17.24
5546,永固-KY,42166,0,0.00,0.00,0.00,22.30,0.00,0,4.22,2.23,17.30,16.15,22.75,42.17
5607,遠雄港,365282,0,0.00,0.00,0.00,47.25,0.00,0,36.53,4.72,42.25,28.62,48.20,365.28
5608,四維航,1643006,0,0.00,0.00,0.00,17.45,0.00,0,164.30,1.74,12.45,13.72,17.80,1643.01
5706,鳳凰,171899,0,0.00,0.00,0.00,49.80,0.00,0,17.19,4.98,44.80,29.90,50.80,171.90
5871,中租-KY,4802732,0,0.00,0.00,0.00,105.00,0.00,0,480.27,10.50,100.00,57.50,107.10,4802.73
5871A,中租-KY甲特,171820,0,0.00,0.00,0.00,100.50,0.00,0,17.18,10.05,95.50,55.25,102.51,171.82
5876,上海商銀,8329408,0,0.00,0.00,0.00,39.45,0.00,0,832.94,3.95,34.45,24.73,40.24,8329.41
5880,合庫金,18387586,0,0.00,0.00,0.00,23.65,0.00,0,1838.76,2.36,18.65,16.82,24.12,18387.59
5906,台南-KY,4254,0,0.00,0.00,0.00,51.00,0.00,0,0.43,5.10,46.00,30.50,52.02,4.25
5907,大洋-KY,544809,0,0.00,0.00,0.00,5.86,0.00,0,54.48,0.59,0.86,7.93,5.98,544.81
6005,群益證,5833952,0,0.00,0.00,0.00,28.55,0.00,0,583.40,2.85,23.55,19.27,29.12,5833.95
6024,群益期,375318,0,0.00,0.00,0.00,51.90,0.00,0,37.53,5.19,46.90,30.95,52.94,375.32
6108,競國,561187,0,0.00,0.00,0.00,15.30,0.00,0,56.12,1.53,10.30,12.65,15.61,561.19
6112,邁達特,421375,0,0.00,0.00,0.00,48.00,0.00,0,42.14,4.80,43.00,29.00,48.96,421.38
6115,鎰勝,76112,0,0.00,0.00,0.00,47.20,0.00,0,7.61,4.72,42.20,28.60,48.14,76.11
6116,彩晶,32896550,0,0.00,0.00,0.00,9.06,0.00,0,3289.66,0.91,4.06,9.53,9.24,32896.55
6117,迎廣,456144,0,0.00,0.00,0.00,79.00,0.00,0,45.61,7.90,74.00,44.50,80.58,456.14
6120,達運,8514391,0,0.00,0.00,0.00,13.50,0.00,0,851.44,1.35,8.50,11.75,13.77,8514.39
6128,上福,209454,0,0.00,0.00,0.00,23.55,0.00,0,20.95,2.35,18.55,16.77,24.02,209.45
6133,金橋,19741993,0,0.00,0.00,0.00,22.40,0.00,0,1974.20,2.24,17.40,16.20,22.85,19741.99
6136,富爾特,79465,0,0.00,0.00,0.00,24.05,0.00,0,7.95,2.41,19.05,17.02,24.53,79.47
6139,亞翔,3711551,0,0.00,0.00,0.00,535.00,0.00,0,371.16,53.50,530.00,272.50,545.70,3711.55
6141,柏承,401744,0,0.00,0.00,0.00,11.70,0.00,0,40.17,1.17,6.70,10.85,11.93,401.74
6142,友勁,1780340,0,0.00,0.00,0.00,9.70,0.00,0,178.03,0.97,4.70,9.85,9.89,1780.34
6152,百一,5869254,0,0.00,0.00,0.00,13.80,0.00,0,586.93,1.38,8.80,11.90,14.08,5869.25
6153,嘉聯益,5526059,0,0.00,0.00,0.00,17.85,0.00,0,552.61,1.79,12.85,13.93,18.21,5526.06
6155,鈞寶,3909231,0,0.00,0.00,0.00,55.50,0.00,0,390.92,5.55,50.50,32.75,56.61,3909.23
6164,華興,847042,0,0.00,0.00,0.00,12.70,0.00,0,84.70,1.27,7.70,11.35,12.95,847.04
6165,浪凡,844500,0,0.00,0.00,0.00,42.90,0.00,0,84.45,4.29,37.90,26.45,43.76,844.50
6166,凌華,505762,0,0.00,0.00,0.00,62.20,0.00,0,50.58,6.22,57.20,36.10,63.44,505.76
6168,宏齊,1410543,0,0.00,0.00,0.00,21.20,0.00,0,141.05,2.12,16.20,15.60,21.62,1410.54
6176,瑞儀,1481100,0,0.00,0.00,0.00,124.00,0.00,0,148.11,12.40,119.00,67.00,126.48,1481.10
6177,達麗,1924039,0,0.00,0.00,0.00,48.80,0.00,0,192.40,4.88,43.80,29.40,49.78,1924.04
6183,關貿,38028,0,0.00,0.00,0.00,95.00,0.00,0,3.80,9.50,90.00,52.50,96.90,38.03
6184,大豐電,104771,0,0.00,0.00,0.00,48.30,0.00,0,10.48,4.83,43.30,29.15,49.27,104.77
6189,豐藝,362787,0,0.00,0.00,0.00,45.10,0.00,0,36.28,4.51,40.10,27.55,46.00,362.79
6191,精成科,11580221,0,0.00,0.00,0.00,117.00,0.00,0,1158.02,11.70,112.00,63.50,119.34,11580.22
6192,巨路,284863,0,0.00,0.00,0.00,123.00,0.00,0,28.49,12.30,118.00,66.50,125.46,284.86
6196,帆宣,1672937,0,0.00,0.00,0.00,287.50,0.00,0,167.29,28.75,282.50,148.75,293.25,1672.94
6197,佳必琪,706721,0,0.00,0.00,0.00,147.00,0.00,0,70.67,14.70,142.00,78.50,149.94,706.72
6201,亞弘電,13812,0,0.00,0.00,0.00,54.80,0.00,0,1.38,5.48,49.80,32.40,55.90,13.81
6202,盛群,10004484,0,0.00,0.00,0.00,44.05,0.00,0,1000.45,4.40,39.05,27.02,44.93,10004.48
6205,詮欣,550491,0,0.00,0.00,0.00,55.30,0.00,0,55.05,5.53,50.30,32.65,56.41,550.49
6206,飛捷,297749,0,0.00,0.00,0.00,93.00,0.00,0,29.77,9.30,88.00,51.50,94.86,297.75
6209,今國光,10031823,0,0.00,0.00,0.00,68.60,0.00,0,1003.18,6.86,63.60,39.30,69.97,10031.82
6213,聯茂,9476627,0,0.00,0.00,0.00,116.00,0.00,0,947.66,11.60,111.00,63.00,118.32,9476.63
6214,精誠,1084225,0,0.00,0.00,0.00,118.50,0.00,0,108.42,11.85,113.50,64.25,120.87,1084.22
6215,和椿,4596213,0,0.00,0.00,0.00,120.50,0.00,0,459.62,12.05,115.50,65.25,122.91,4596.21
6216,居易,456802,0,0.00,0.00,0.00,28.60,0.00,0,45.68,2.86,23.60,19.30,29.17,456.80
6224,聚鼎,137217,0,0.00,0.00,0.00,41.90,0.00,0,13.72,4.19,36.90,25.95,42.74,137.22
6225,天瀚,34120,0,0.00,0.00,0.00,17.30,0.00,0,3.41,1.73,12.30,13.65,17.65,34.12
6226,光鼎,900685,0,0.00,0.00,0.00,9.07,0.00,0,90.07,0.91,4.07,9.54,9.25,900.68
6230,尼得科超眾,75464,0,0.00,0.00,0.00,121.50,0.00,0,7.55,12.15,116.50,65.75,123.93,75.46
6235,華孚,636054,0,0.00,0.00,0.00,61.90,0.00,0,63.61,6.19,56.90,35.95,63.14,636.05
6239,力成,14568688,0,0.00,0.00,0.00,248.00,0.00,0,1456.87,24.80,243.00,129.00,252.96,14568.69
6243,迅杰,344147,0,0.00,0.00,0.00,35.30,0.00,0,34.41,3.53,30.30,22.65,36.01,344.15
6257,矽格,7420081,0,0.00,0.00,0.00,131.50,0.00,0,742.01,13.15,126.50,70.75,134.13,7420.08
6269,台郡,2042389,0,0.00,0.00,0.00,60.40,0.00,0,204.24,6.04,55.40,35.20,61.61,2042.39
6271,同欣電,31451951,0,0.00,0.00,0.00,151.00,0.00,0,3145.20,15.10,146.00,80.50,154.02,31451.95
6272,驊陞,379709,0,0.00,0.00,0.00,40.95,0.00,0,37.97,4.10,35.95,25.48,41.77,379.71
6277,宏正,124657,0,0.00,0.00,0.00,60.50,0.00,0,12.47,6.05,55.50,35.25,61.71,124.66
6278,台表科,1334363,0,0.00,0.00,0.00,96.00,0.00,0,133.44,9.60,91.00,53.00,97.92,1334.36
6281,全國電,46462,0,0.00,0.00,0.00,62.10,0.00,0,4.65,6.21,57.10,36.05,63.34,46.46
6282,康舒,62372817,0,0.00,0.00,0.00,57.20,0.00,0,6237.28,5.72,52.20,33.60,58.34,62372.82
6283,淳安,152397,0,0.00,0.00,0.00,24.30,0.00,0,15.24,2.43,19.30,17.15,24.79,152.40
6285,啟碁,63600165,0,0.00,0.00,0.00,152.50,0.00,0,6360.02,15.25,147.50,81.25,155.55,63600.17
6405,悅城,456610,0,0.00,0.00,0.00,30.60,0.00,0,45.66,3.06,25.60,20.30,31.21,456.61
6409,旭隼,780762,0,0.00,0.00,0.00,912.00,0.00,0,78.08,91.20,907.00,461.00,930.24,780.76
6412,群電,1473033,0,0.00,0.00,0.00,83.20,0.00,0,147.30,8.32,78.20,46.60,84.86,1473.03
6414,樺漢,642401,0,0.00,0.00,0.00,288.00,0.00,0,64.24,28.80,283.00,149.00,293.76,642.40
6415,矽力*-KY,6679028,0,0.00,0.00,0.00,255.00,0.00,0,667.90,25.50,250.00,132.50,260.10,6679.03
6416,瑞祺電通,324230,0,0.00,0.00,0.00,85.80,0.00,0,32.42,8.58,80.80,47.90,87.52,324.23
6426,統新,438058,0,0.00,0.00,0.00,88.60,0.00,0,43.81,8.86,83.60,49.30,90.37,438.06
6431,光麗-KY,375516,0,0.00,0.00,0.00,28.10,0.00,0,37.55,2.81,23.10,19.05,28.66,375.52
6438,迅得,2298195,0,0.00,0.00,0.00,147.00,0.00,0,229.82,14.70,142.00,78.50,149.94,2298.20
6442,光聖,3290708,0,0.00,0.00,0.00,1295.00,0.00,0,329.07,129.50,1290.00,652.50,1320.90,3290.71
6443,元晶,115671216,0,0.00,0.00,0.00,40.20,0.00,0,11567.12,4.02,35.20,25.10,41.00,115671.22
6446,藥華藥,7284832,0,0.00,0.00,0.00,612.00,0.00,0,728.48,61.20,607.00,311.00,624.24,7284.83
6449,鈺邦,807789,0,0.00,0.00,0.00,180.00,0.00,0,80.78,18.00,175.00,95.00,183.60,807.79
6451,訊芯-KY,517817,0,0.00,0.00,0.00,146.50,0.00,0,51.78,14.65,141.50,78.25,149.43,517.82
6456,GIS-KY,1003098,0,0.00,0.00,0.00,42.20,0.00,0,100.31,4.22,37.20,26.10,43.04,1003.10
6464,台數科,6857,0,0.00,0.00,0.00,76.10,0.00,0,0.69,7.61,71.10,43.05,77.62,6.86
6472,保瑞,2454817,0,0.00,0.00,0.00,536.00,0.00,0,245.48,53.60,531.00,273.00,546.72,2454.82
6477,安集,1112278,0,0.00,0.00,0.00,35.40,0.00,0,111.23,3.54,30.40,22.70,36.11,1112.28
6491,晶碩,130386,0,0.00,0.00,0.00,283.00,0.00,0,13.04,28.30,278.00,146.50,288.66,130.39
6504,南六,50507,0,0.00,0.00,0.00,40.55,0.00,0,5.05,4.05,35.55,25.27,41.36,50.51
6505,台塑化,20043668,0,0.00,0.00,0.00,47.90,0.00,0,2004.37,4.79,42.90,28.95,48.86,20043.67
6515,穎崴,351437,0,0.00,0.00,0.00,3895.00,0.00,0,35.14,389.50,3890.00,1952.50,3972.90,351.44
6525,捷敏-KY,182143,0,0.00,0.00,0.00,79.20,0.00,0,18.21,7.92,74.20,44.60,80.78,182.14
6526,達發,1953745,0,0.00,0.00,0.00,462.00,0.00,0,195.37,46.20,457.00,236.00,471.24,1953.74
6531,愛普*,5333873,0,0.00,0.00,0.00,445.00,0.00,0,533.39,44.50,440.00,227.50,453.90,5333.87
6533,晶心科,265916,0,0.00,0.00,0.00,243.00,0.00,0,26.59,24.30,238.00,126.50,247.86,265.92
6534,正瀚-創,31162,0,0.00,0.00,0.00,86.00,0.00,0,3.12,8.60,81.00,48.00,87.72,31.16
6541,泰福-KY,609539,0,0.00,0.00,0.00,52.00,0.00,0,60.95,5.20,47.00,31.00,53.04,609.54
6550,北極星藥業-KY,978090,0,0.00,0.00,0.00,30.70,0.00,0,97.81,3.07,25.70,20.35,31.31,978.09
6552,易華電,133832,0,0.00,0.00,0.00,25.80,0.00,0,13.38,2.58,20.80,17.90,26.32,133.83
6558,興能高,1831843,0,0.00,0.00,0.00,37.45,0.00,0,183.18,3.75,32.45,23.73,38.20,1831.84
6573,虹揚-KY,538187,0,0.00,0.00,0.00,15.80,0.00,0,53.82,1.58,10.80,12.90,16.12,538.19
6579,研揚,54486,0,0.00,0.00,0.00,111.50,0.00,0,5.45,11.15,106.50,60.75,113.73,54.49
6581,鋼聯,12068,0,0.00,0.00,0.00,106.00,0.00,0,1.21,10.60,101.00,58.00,108.12,12.07
6582,申豐,79026,0,0.00,0.00,0.00,31.45,0.00,0,7.90,3.15,26.45,20.73,32.08,79.03
6585,鼎基,74081,0,0.00,0.00,0.00,92.40,0.00,0,7.41,9.24,87.40,51.20,94.25,74.08
6589,台康生技,480069,0,0.00,0.00,0.00,64.10,0.00,0,48.01,6.41,59.10,37.05,65.38,480.07
6591,動力-KY,219004,0,0.00,0.00,0.00,71.00,0.00,0,21.90,7.10,66.00,40.50,72.42,219.00
6592,和潤企業,3496893,0,0.00,0.00,0.00,60.70,0.00,0,349.69,6.07,55.70,35.35,61.91,3496.89
6592A,和潤企業甲特,11124,0,0.00,0.00,0.00,97.30,0.00,0,1.11,9.73,92.30,53.65,99.25,11.12
6592B,和潤企業乙特,12116,0,0.00,0.00,0.00,97.80,0.00,0,1.21,9.78,92.80,53.90,99.76,12.12
6598,ABC-KY,64784,0,0.00,0.00,0.00,23.60,0.00,0,6.48,2.36,18.60,16.80,24.07,64.78
6605,帝寶,596396,0,0.00,0.00,0.00,157.00,0.00,0,59.64,15.70,152.00,83.50,160.14,596.40
6606,建德工業,131612,0,0.00,0.00,0.00,26.45,0.00,0,13.16,2.65,21.45,18.23,26.98,131.61
6614,資拓宏宇,117983,0,0.00,0.00,0.00,47.75,0.00,0,11.80,4.78,42.75,28.88,48.70,117.98
6625,必應,94886,0,0.00,0.00,0.00,87.20,0.00,0,9.49,8.72,82.20,48.60,88.94,94.89
6641,基士德-KY,78009,0,0.00,0.00,0.00,23.15,0.00,0,7.80,2.31,18.15,16.57,23.61,78.01
6645,金萬林-創,24429,0,0.00,0.00,0.00,17.65,0.00,0,2.44,1.76,12.65,13.82,18.00,24.43
6655,科定,14075,0,0.00,0.00,0.00,119.50,0.00,0,1.41,11.95,114.50,64.75,121.89,14.07
6657,華安,1269431,0,0.00,0.00,0.00,51.20,0.00,0,126.94,5.12,46.20,30.60,52.22,1269.43
6658,聯策,270807,0,0.00,0.00,0.00,56.80,0.00,0,27.08,5.68,51.80,33.40,57.94,270.81
6666,羅麗芬-KY,14032,0,0.00,0.00,0.00,43.50,0.00,0,1.40,4.35,38.50,26.75,44.37,14.03
6668,中揚光,392453,0,0.00,0.00,0.00,38.90,0.00,0,39.25,3.89,33.90,24.45,39.68,392.45
6669,緯穎,1870675,0,0.00,0.00,0.00,3740.00,0.00,0,187.07,374.00,3735.00,1875.00,3814.80,1870.67
6670,復盛應用,159549,0,0.00,0.00,0.00,271.50,0.00,0,15.95,27.15,266.50,140.75,276.93,159.55
