技術指標,股票代號,名稱,價格,成交量,指標值,說明
RSI,6715,嘉基,403.50,931056,47.39,RSI 低於 30，可能即將反彈
RSI,3665,貿聯-KY,2050.00,4781290,47.40,RSI 低於 30，可能即將反彈
RSI,4807,日成-KY,27.80,851690,47.40,RSI 低於 30，可能即將反彈
RSI,6108,競國,23.40,3904718,47.42,RSI 低於 30，可能即將反彈
RSI,2851,中再保,42.85,10448817,47.64,RSI 低於 30，可能即將反彈
RSI,3167,大量,665.00,5852675,47.84,RSI 低於 30，可能即將反彈
RSI,3450,聯鈞,507.00,10502677,47.92,RSI 低於 30，可能即將反彈
RSI,6505,台塑化,69.90,39342586,47.98,RSI 低於 30，可能即將反彈
RSI,2364,倫飛,74.60,1241349,48.01,RSI 低於 30，可能即將反彈
RSI,6807,峰源-KY,35.15,30216,48.05,RSI 低於 30，可能即將反彈
KD,2434,統懋,53.50,869326,9.97,KD 指標大於 80，可能形成黃金交叉
KD,2301,光寶科,287.00,44389247,9.96,KD 指標大於 80，可能形成黃金交叉
KD,3049,精金,12.70,10131116,9.96,KD 指標大於 80，可能形成黃金交叉
KD,3006,晶豪科,282.00,19416434,9.94,KD 指標大於 80，可能形成黃金交叉
KD,7749,意騰-KY,382.00,200415,9.93,KD 指標大於 80，可能形成黃金交叉
KD,3532,台勝科,376.50,7236642,9.93,KD 指標大於 80，可能形成黃金交叉
KD,6226,光鼎,23.30,19067009,9.91,KD 指標大於 80，可能形成黃金交叉
KD,6225,天瀚,71.10,89259,9.89,KD 指標大於 80，可能形成黃金交叉
KD,4956,光鋐,36.75,3249545,9.87,KD 指標大於 80，可能形成黃金交叉
KD,2314,台揚,11.90,287289,9.68,KD 指標大於 80，可能形成黃金交叉
MACD,2059,川湖,14410.00,564938,1025.00,MACD 大於 0，可能進入上升趨勢
MACD,6949,沛爾生醫-創,1235.00,534962,80.00,MACD 大於 0，可能進入上升趨勢
MACD,6446,藥華藥,1475.00,3304095,75.00,MACD 大於 0，可能進入上升趨勢
MACD,8996,高力,1145.00,3292497,55.00,MACD 大於 0，可能進入上升趨勢
MACD,6669,緯穎,6300.00,922282,45.00,MACD 大於 0，可能進入上升趨勢
MACD,7711,永擎,497.50,1969834,36.00,MACD 大於 0，可能進入上升趨勢
MACD,2345,智邦,2070.00,1772738,35.00,MACD 大於 0，可能進入上升趨勢
MACD,3661,世芯-KY,3735.00,1136509,35.00,MACD 大於 0，可能進入上升趨勢
MACD,7749,意騰-KY,382.00,200415,34.50,MACD 大於 0，可能進入上升趨勢
MACD,3532,台勝科,376.50,7236642,34.00,MACD 大於 0，可能進入上升趨勢
SMA,2059,川湖,14410.00,564938,13897.50,均線持續上升，顯示多頭趨勢
SMA,7769,鴻勁,6255.00,265962,6330.00,均線持續上升，顯示多頭趨勢
SMA,6669,緯穎,6300.00,922282,6277.50,均線持續上升，顯示多頭趨勢
SMA,6515,穎崴,6145.00,173364,6272.50,均線持續上升，顯示多頭趨勢
SMA,2383,台光電,5430.00,1846142,5555.00,均線持續上升，顯示多頭趨勢
SMA,3008,大立光,5385.00,2364421,5497.50,均線持續上升，顯示多頭趨勢
SMA,3443,創意,5365.00,1656444,5482.50,均線持續上升，顯示多頭趨勢
SMA,3653,健策,5155.00,1962404,5275.00,均線持續上升，顯示多頭趨勢
SMA,2454,聯發科,3765.00,3321459,3777.50,均線持續上升，顯示多頭趨勢
SMA,3661,世芯-KY,3735.00,1136509,3717.50,均線持續上升，顯示多頭趨勢
Momentum,2434,統懋,53.50,869326,109.97,動能指標上升，顯示市場買氣強勁
Momentum,2301,光寶科,287.00,44389247,109.96,動能指標上升，顯示市場買氣強勁
Momentum,3049,精金,12.70,10131116,109.96,動能指標上升，顯示市場買氣強勁
Momentum,3006,晶豪科,282.00,19416434,109.94,動能指標上升，顯示市場買氣強勁
Momentum,7749,意騰-KY,382.00,200415,109.93,動能指標上升，顯示市場買氣強勁
Momentum,3532,台勝科,376.50,7236642,109.93,動能指標上升，顯示市場買氣強勁
Momentum,6226,光鼎,23.30,19067009,109.91,動能指標上升，顯示市場買氣強勁
Momentum,6225,天瀚,71.10,89259,109.89,動能指標上升，顯示市場買氣強勁
Momentum,4956,光鋐,36.75,3249545,109.87,動能指標上升，顯示市場買氣強勁
Momentum,2314,台揚,11.90,287289,109.68,動能指標上升，顯示市場買氣強勁
ChipRatio,00406A,主動中信台灣收益,9.36,203403349,2034.03,籌碼集中度提升，顯示主力介入
ChipRatio,2303,聯電,123.50,196622654,1966.23,籌碼集中度提升，顯示主力介入
ChipRatio,2609,陽明,64.50,170173225,1701.73,籌碼集中度提升，顯示主力介入
ChipRatio,6770,力積電,70.80,162099266,1620.99,籌碼集中度提升，顯示主力介入
ChipRatio,2324,仁寶,41.60,136886767,1368.87,籌碼集中度提升，顯示主力介入
ChipRatio,3481,群創,45.45,122839516,1228.40,籌碼集中度提升，顯示主力介入
ChipRatio,00685L,群益臺灣加權正2,11.17,119090439,1190.90,籌碼集中度提升，顯示主力介入
ChipRatio,00981A,主動統一台股增長,28.47,114508186,1145.08,籌碼集中度提升，顯示主力介入
ChipRatio,00403A,主動統一升級50,9.87,105562721,1055.63,籌碼集中度提升，顯示主力介入
